Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,18 Sep 2007,Dividend - Rs. - 0.6000,-,20 Sep 2007,28 Sep 2007,13 Sep 2007,19 Sep 2007,-
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,12 Sep 2008,Dividend - Rs. - 0.6000,-,16 Sep 2008,22 Sep 2008,09 Sep 2008,15 Sep 2008,-
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,18 Sep 2009,Dividend - Rs. - 0.7000,-,23 Sep 2009,29 Sep 2009,15 Sep 2009,22 Sep 2009,-
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,21 Sep 2010,Dividend - Rs. - 1.0000,-,23 Sep 2010,29 Sep 2010,16 Sep 2010,22 Sep 2010,-
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,21 Sep 2011,Dividend - Rs. - 1.2000,-,23 Sep 2011,28 Sep 2011,16 Sep 2011,22 Sep 2011,-
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,18 Sep 2012,Dividend - Rs. - 1.2000,-,21 Sep 2012,25 Sep 2012,13 Sep 2012,20 Sep 2012,-
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,17 Sep 2013,Dividend - Rs. - 1.2000,-,19 Sep 2013,24 Sep 2013,12 Sep 2013,18 Sep 2013,-
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,28 Aug 2014,Dividend - Rs. - 1.2000,-,02 Sep 2014,04 Sep 2014,25 Aug 2014,01 Sep 2014,-
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,16 Sep 2015,Dividend - Rs. - 0.6000,-,19 Sep 2015,29 Sep 2015,14 Sep 2015,16 Sep 2015,-
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,15 Sep 2017,Dividend - Rs. - 0.5000,-,19 Sep 2017,25 Sep 2017,12 Sep 2017,18 Sep 2017,-
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,29 Aug 2018,Dividend - Rs. - 1.0000,-,31 Aug 2018,06 Sep 2018,24 Aug 2018,30 Aug 2018,-
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,19 Aug 2019,Dividend - Rs. - 1.0000,-,21 Aug 2019,27 Aug 2019,13 Aug 2019,20 Aug 2019,-
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,04 Sep 2020,Dividend - Rs. - 0.5000,-,08 Sep 2020,15 Sep 2020,01 Sep 2020,07 Sep 2020,-
