Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,05 Jul 2010,Dividend - Rs. - 1.0000,-,07 Jul 2010,14 Jul 2010,29 Jun 2010,06 Jul 2010,-
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,29 Jun 2011,Dividend - Rs. - 1.2500,-,02 Jul 2011,04 Jul 2011,27 Jun 2011,29 Jun 2011,-
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,23 Aug 2012,Dividend - Rs. - 1.0000,-,25 Aug 2012,30 Aug 2012,17 Aug 2012,23 Aug 2012,-
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,19 Aug 2013,Dividend - Rs. - 1.0000,-,21 Aug 2013,26 Aug 2013,13 Aug 2013,20 Aug 2013,-
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,04 Sep 2014,Dividend - Rs. - 1.0000,-,08 Sep 2014,11 Sep 2014,01 Sep 2014,05 Sep 2014,-
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,01 Sep 2015,Dividend - Rs. - 1.5000,-,03 Sep 2015,09 Sep 2015,27 Aug 2015,02 Sep 2015,-
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,15 Oct 2015,Stock  Split From Rs.10/- to Rs.5/-,16 Oct 2015,-,-,09 Oct 2015,15 Oct 2015,-
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,07 Sep 2016,Dividend - Rs. - 0.7500,-,09 Sep 2016,15 Sep 2016,01 Sep 2016,08 Sep 2016,-
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,14 Sep 2017,Dividend - Rs. - 1.0000,-,16 Sep 2017,22 Sep 2017,11 Sep 2017,14 Sep 2017,-
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,11 Sep 2018,Dividend - Rs. - 1.0000,-,14 Sep 2018,20 Sep 2018,06 Sep 2018,12 Sep 2018,-
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,18 Sep 2019,Final Dividend - Rs. - 1.0000,-,20 Sep 2019,26 Sep 2019,13 Sep 2019,19 Sep 2019,-
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,18 Sep 2020,Dividend - Rs. - 0.5000,-,22 Sep 2020,28 Sep 2020,15 Sep 2020,21 Sep 2020,-
